protein_id	gene_names	peptides	intensity
P63261	ACTG1	22	3937400000
P68871	HBB	14	3723500000
P62805	HIST1H4A	13	2985200000
Q99879	HIST1H2BM	9	2146100000
P12111	COL6A3	96	1084200000
P10809	HSPD1	41	1055400000
P02679	FGG	21	1017100000
P00558	PGK1	31	985030000
P06576	ATP5B	23	983000000
P08670	VIM	43	969670000
P02675	FGB	34	748370000
P06733	ENO1	26	673580000
O43707	ACTN4	53	630390000
P25705	ATP5A1	29	624420000
P01833	PIGR	32	613030000
O95994	AGR2	9	556060000
P06744	GPI	22	554590000
P13639	EEF2	45	536490000
P04075	ALDOA	28	523650000
P02751	FN1	67	521930000
P08727	KRT19	30	519330000
P02788	LTF	43	499250000
P21333	FLNA	99	498490000
P10412	HIST1H1E	11	492710000
P22314	UBA1	36	489440000
Q00610	CLTC	76	482730000
P61978	HNRNPK	19	480870000
P07437	TUBB	27	476280000
P68431	HIST1H3A	6	466180000
P62736	ACTA2	20	453740000
P30101	PDIA3	33	439740000
P63104	YWHAZ	18	406740000
P37802	TAGLN2	15	386060000
P11142	HSPA8	35	373170000
P23528	CFL1	15	364990000
P02545	LMNA	39	352510000
O75369	FLNB	95	342630000
P05164	MPO	31	337070000
P07237	P4HB	33	325980000
P05141	SLC25A5	16	316270000
Q13813	SPTAN1	111	315230000
P08865	RPSA	10	314490000
Q01082	SPTBN1	90	306620000
P46940	IQGAP1	70	295830000
P35232	PHB	14	292420000
P12109	COL6A1	26	286090000
P13796	LCP1	34	278310000
P62979	RPS27A	7	270690000
P26599	PTBP1	12	263600000
P50395	GDI2	30	258800000
Q15149	PLEC	126	258190000
P21796	VDAC1	16	256750000
P16401	HIST1H1B	10	250850000
Q15084	PDIA6	14	249640000
P27797	CALR	19	247780000
Q9Y490	TLN1	75	245600000
Q14204	DYNC1H1	110	244000000
P62258	YWHAE	19	243400000
P38646	HSPA9	25	242890000
P23381	WARS	26	241470000
P09525	ANXA4	16	239150000
P40926	MDH2	16	237540000
Q06830	PRDX1	16	237180000
P19338	NCL	23	228680000
P13667	PDIA4	31	225590000
P60842	EIF4A1	22	221000000
P32119	PRDX2	13	219040000
P01903	HLA-DRA	9	218730000
Q14697	GANAB	36	216610000
P09651	HNRNPA1	21	216520000
P04083	ANXA1	20	216250000
Q00839	HNRNPU	24	215340000
Q06323	PSME1	15	210120000
P63244	GNB2L1	16	208650000
Q9BQE3	TUBA1C	21	201990000
P08311	CTSG	13	198190000
P27824	CANX	19	193410000
P52597	HNRNPF	11	192720000
P36578	RPL4	19	191710000
P62241	RPS8	12	185320000
P12814	ACTN1	49	175300000
O95198	KLHL2	1	174260000
P07339	CTSD	16	172900000
O00299	CLIC1	14	172290000
P34897	SHMT2	24	171740000
P45880	VDAC2	16	168710000
P05091	ALDH2	18	168430000
P05387	RPLP2	7	167230000
P04843	RPN1	24	166800000
P23396	RPS3	18	163220000
P68366	TUBA4A	22	161940000
P12956	XRCC6	28	158690000
P08123	COL1A2	11	154150000
Q15365	PCBP1	11	151790000
Q14764	MVP	36	149620000
P12110	COL6A2	17	147960000
P50991	CCT4	24	147940000
P61604	HSPE1	8	145560000
P23284	PPIB	12	144390000
P01023	A2M	36	144110000
P50990	CCT8	30	143800000
Q99623	PHB2	16	143020000
P78371	CCT2	27	142780000
P52272	HNRNPM	33	142380000
P15924	DSP	64	142130000
P46782	RPS5	10	141750000
P42224	STAT1	32	140430000
O75367	H2AFY	13	138880000
P09211	GSTP1	9	138580000
Q99832	CCT7	27	138090000
P51659	HSD17B4	26	135840000
P40939	HADHA	29	134050000
P78527	PRKDC	86	133870000
P17987	TCP1	28	131170000
Q15366	PCBP2	11	131000000
P50454	SERPINH1	19	130770000
P49368	CCT3	25	130430000
P15880	RPS2	15	128280000
P05386	RPLP1	2	127240000
P30153	PPP2R1A	23	126770000
Q00325	SLC25A3	9	122800000
P20700	LMNB1	31	120930000
Q02878	RPL6	17	120060000
Q14974	KPNB1	26	119290000
Q08211	DHX9	33	119210000
P49327	FASN	48	118840000
P31930	UQCRC1	18	117840000
P49411	TUFM	17	117000000
P30041	PRDX6	15	116200000
Q8N257	HIST3H2BB	7	115940000
P24821	TNC	43	115780000
Q13263	TRIM28	25	115750000
Q14103	HNRNPD	12	115460000
P04844	RPN2	17	114690000
P16615	ATP2A2	32	114620000
P48735	IDH2	19	113760000
Q15185	PTGES3	8	113550000
P62701	RPS4X	17	113460000
O60506	SYNCRIP	23	113270000
P11586	MTHFD1	30	113010000
Q92841	DDX17	22	112970000
P13010	XRCC5	28	112670000
P61769	B2M	4	112200000
Q9UL46	PSME2	13	111830000
Q04917	YWHAH	15	111310000
Q99497	PARK7	11	110430000
P18206	VCL	43	109770000
P17931	LGALS3	9	109610000
P26641	EEF1G	14	109250000
Q86VP6	CAND1	26	109130000
P07954	FH	17	108640000
P43490	NAMPT	20	108130000
P61247	RPS3A	16	107590000
P10909	CLU	12	107460000
P26373	RPL13	7	106900000
Q07065	CKAP4	28	106240000
P48643	CCT5	27	106240000
P42704	LRPPRC	53	104210000
P42166	TMPO	24	103200000
P09874	PARP1	31	102990000
P62424	RPL7A	12	102770000
P40925	MDH1	11	102560000
P52209	PGD	18	102100000
Q13838	DDX39B	17	101990000
P98160	HSPG2	52	100770000
P14923	JUP	29	100650000
Q96AG4	LRRC59	10	100130000
Q12906	ILF3	26	97414000
Q99715	COL12A1	53	97396000
P46781	RPS9	14	97360000
P34932	HSPA4	26	96083000
Q01995	TAGLN	13	94146000
Q92616	GCN1L1	63	93763000
P80188	LCN2	8	93583000
P62277	RPS13	7	92333000
P02042	HBD	13	91498000
P08246	ELANE	8	91442000
P53621	COPA	33	90556000
P17174	GOT1	15	90026000
P43243	MATR3	21	89147000
Q96KP4	CNDP2	18	88227000
P30050	RPL12	6	87773000
Q02790	FKBP4	19	87227000
Q01813	PFKP	27	86085000
O75083	WDR1	22	85537000
Q7KZF4	SND1	26	84964000
P12429	ANXA3	14	84714000
Q15181	PPA1	16	84268000
P09972	ALDOC	11	83445000
P00966	ASS1	16	82902000
P54819	AK2	12	82428000
Q9Y6N5	SQRDL	21	82103000
P09382	LGALS1	7	82026000
P61626	LYZ	7	81915000
P62917	RPL8	8	81910000
P59998	ARPC4	6	81664000
O75390	CS	17	81658000
P62136	PPP1CA	14	81517000
Q9NZ08	ERAP1	29	81385000
Q07021	C1QBP	7	81268000
P14174	MIF	4	81156000
Q92945	KHSRP	20	80709000
P48047	ATP5O	10	79703000
P50995	ANXA11	18	76973000
Q12905	ILF2	14	76938000
P60174	TPI1	13	76841000
P62913	RPL11	9	76748000
Q9Y678	COPG1	29	76648000
P22234	PAICS	16	76646000
Q9UJZ1	STOML2	10	76347000
P26038	MSN	22	75407000
Q8NBS9	TXNDC5	14	75152000
P13489	RNH1	19	75147000
P30086	PEBP1	8	73917000
Q96QK1	VPS35	21	73530000
P04233	CD74	4	73368000
Q15582	TGFBI	20	73146000
O43390	HNRNPR	19	72926000
O60701	UGDH	18	72615000
P14866	HNRNPL	16	71889000
P46777	RPL5	10	71297000
Q8WUM4	PDCD6IP	24	71206000
P31943	HNRNPH1	13	70718000
P22695	UQCRC2	15	70582000
P31146	CORO1A	16	70565000
P30040	ERP29	10	69988000
P04080	CSTB	4	69831000
P62829	RPL23	6	69757000
P35222	CTNNB1	29	69659000
P30044	PRDX5	11	68943000
P62269	RPS18	8	68776000
Q07020	RPL18	7	68100000
P53618	COPB1	20	67673000
