protein_id	gene_names	peptides	intensity
Q15149	PLEC	158	768020000
Q14204	DYNC1H1	145	687760000
P21333	FLNA	110	1586300000
Q13813	SPTAN1	108	597650000
O75369	FLNB	103	1034900000
P12111	COL6A3	95	1666500000
Q99715	COL12A1	94	816170000
Q00610	CLTC	90	1570600000
P49327	FASN	88	1057700000
P15924	DSP	87	448900000
Q01082	SPTBN1	87	592280000
Q9Y490	TLN1	80	583030000
P78527	PRKDC	78	223730000
P46940	IQGAP1	72	867570000
P02751	FN1	70	1480000000
Q9HC84	MUC5B	70	445760000
P98160	HSPG2	69	346930000
P35555	FBN1	65	331090000
Q9Y6R7	FCGBP	63	341000000
P42704	LRPPRC	61	331170000
O43707	ACTN4	59	2069200000
P12814	ACTN1	52	449360000
P24821	TNC	52	395280000
Q7Z406	MYH14	52	120860000
P53621	COPA	51	369130000
P13639	EEF2	49	1564400000
Q6P2Q9	PRPF8	49	134810000
P08670	VIM	45	1587300000
P01023	A2M	44	280590000
P30101	PDIA3	43	1562300000
Q9P2E9	RRBP1	43	164180000
P18206	VCL	43	297230000
P27708	CAD	42	136520000
P10809	HSPD1	42	1461400000
P02788	LTF	41	301020000
P13667	PDIA4	40	692540000
Q08211	DHX9	38	205780000
P08727	KRT19	38	1190100000
Q92616	GCN1L1	38	73515000
P11142	HSPA8	37	1179600000
P41252	IARS	36	159660000
P02545	LMNA	36	717700000
O94832	MYO1D	36	146180000
P26640	VARS	36	183660000
Q14764	MVP	36	557260000
P50990	CCT8	36	356980000
P53396	ACLY	35	312970000
P50395	GDI2	35	561570000
P53618	COPB1	34	285460000
P22314	UBA1	34	523600000
Q9Y678	COPG1	34	266470000
O75533	SF3B1	34	134860000
Q04637	EIF4G1	33	135600000
P07237	P4HB	33	1075100000
P13010	XRCC5	33	266690000
P78371	CCT2	33	480490000
Q14315	FLNC	32	24030000
P22102	GART	32	202090000
P49368	CCT3	32	492050000
O00410	IPO5	31	121770000
P52272	HNRNPM	31	318800000
Q14152	EIF3A	31	219340000
Q8WUM4	PDCD6IP	31	243310000
Q15063	POSTN	31	848660000
Q07065	CKAP4	31	481470000
Q14697	GANAB	31	443370000
Q7KZF4	SND1	31	193890000
P04075	ALDOA	30	1485700000
P40939	HADHA	30	193610000
Q00839	HNRNPU	30	528710000
P34932	HSPA4	30	283520000
P14923	JUP	30	340970000
P29144	TPP2	30	51220000
Q05707	COL14A1	30	97862000
Q13263	TRIM28	30	222590000
Q99832	CCT7	30	300650000
P16144	ITGB4	29	98757000
P54886	ALDH18A1	29	188430000
P11216	PYGB	29	241620000
P12270	TPR	29	56609000
Q86VP6	CAND1	29	190970000
P09874	PARP1	28	145790000
O60716	CTNND1	28	165910000
Q12906	ILF3	28	241390000
P00558	PGK1	28	1264100000
Q13200	PSMD2	28	148140000
P47897	QARS	28	120350000
P54136	RARS	28	174450000
P17987	TCP1	28	348680000
P35606	COPB2	28	147850000
P07437	TUBB	28	1033200000
P16615	ATP2A2	27	177970000
P25705	ATP5A1	27	866590000
Q14974	KPNB1	27	393620000
P19338	NCL	27	525250000
P15311	EZR	27	75800000
P50991	CCT4	27	373820000
Q15393	SF3B3	27	130730000
P31939	ATIC	26	151090000
P55060	CSE1L	26	107050000
P35222	CTNNB1	26	200080000
Q16531	DDB1	26	111690000
P06733	ENO1	26	998730000
P02675	FGB	26	449290000
P19367	HK1	26	96971000
Q92900	UPF1	26	62317000
O14980	XPO1	26	106240000
P63010	AP2B1	25	141550000
Q92499	DDX1	25	152160000
P60842	EIF4A1	25	718650000
P12956	XRCC6	25	299680000
P09651	HNRNPA1	25	576350000
P38646	HSPA9	25	449040000
P13796	LCP1	25	105440000
P36578	RPL4	25	750480000
P04843	RPN1	25	554100000
P23396	RPS3	25	353080000
O60506	SYNCRIP	25	282700000
Q92841	DDX17	25	334210000
Q9BSJ8	ESYT1	25	189410000
Q12864	CDH17	24	263580000
O43491	EPB41L2	24	114230000
P26038	MSN	24	159910000
P11586	MTHFD1	24	104300000
O00159	MYO1C	24	85539000
Q13885	TUBB2A	24	6456900
P31948	STIP1	24	133410000
Q9BQE3	TUBA1C	24	684240000
O43143	DHX15	23	88126000
Q14126	DSG2	23	157610000
P11717	IGF2R	23	42037000
P01833	PIGR	23	303610000
P30153	PPP2R1A	23	188460000
P13489	RNH1	23	208020000
P68366	TUBA4A	23	259420000
P53675	CLTCL1	23	0
P55884	EIF3B	23	102620000
Q15029	EFTUD2	23	84826000
O75083	WDR1	23	230040000
P04350	TUBB4A	23	2580200
P48643	CCT5	23	326690000
Q7L576	CYFIP1	23	56583000
Q9BVA1	TUBB2B	23	0
P60709	ACTB	22	41546000
P63261	ACTG1	22	6677800000
Q10567	AP1B1	22	17123000
P05091	ALDH2	22	312810000
P50454	SERPINH1	22	627490000
O00571	DDX3X	22	136630000
P51659	HSD17B4	22	203120000
P48735	IDH2	22	342010000
P20700	LMNB1	22	192390000
P56192	MARS	22	116930000
P13797	PLS3	22	68320000
P42224	STAT1	22	76930000
O60701	UGDH	22	237150000
Q7Z6Z7	HUWE1	22	37927000
Q9Y6C2	EMILIN1	22	62269000
Q9Y6N5	SQRDL	22	127050000
Q27J81	INF2	22	66553000
P62736	ACTA2	21	1293100000
P12109	COL6A1	21	433790000
P26641	EEF1G	21	404910000
P06744	GPI	21	732080000
P46013	MKI67	21	26980000
Q06830	PRDX1	21	902460000
Q14651	PLS1	21	65664000
Q99460	PSMD1	21	97395000
P43243	MATR3	21	236000000
O43390	HNRNPR	21	119510000
Q13509	TUBB3	21	130920000
Q9BQG0	MYBBP1A	21	57232000
P22234	PAICS	21	233480000
Q8NBS9	TXNDC5	21	452950000
P63267	ACTG2	20	0
Q9UKK3	PARP4	20	49301000
P23526	AHCY	20	187520000
P00352	ALDH1A1	20	150970000
P09525	ANXA4	20	611160000
P06576	ATP5B	20	1155000000
P27797	CALR	20	619420000
P17844	DDX5	20	146660000
P14866	HNRNPL	20	190290000
